cleanup_id,gvp_id,complaint_id,cleaned_date,response_time_hours,waste_collected_kg,cost_estimate,cleaned_by
CL02633,GVP052,C00387,2025-08-20,13,86.7,529.88,Team D
CL02634,GVP086,C01677,2026-04-11,48,124.6,680.29,Team B
CL02635,GVP124,C03193,2025-06-18,27,154.1,651.46,Team B
CL02636,GVP153,C03525,2026-06-12,89,163.6,764.29,Team A
CL02637,GVP066,C02332,2025-01-31,46,111.9,657.06,Team C
CL02638,GVP066,C03084,2026-04-09,37,62.6,397.11,Team A
CL02639,GVP052,C03294,2026-05-28,53,320,1705.2,Team B
CL02640,GVP244,C01189,2026-11-26,48,118.2,669.51,Team A
CL02641,GVP123,C02041,2026-04-10,156,114.4,638.97,Team B
CL02642,GVP149,C03671,2025-10-18,31,84.4,542.22,Team A
CL02643,GVP129,C02549,2026-02-04,32,134.7,783.16,Team B
CL02644,GVP118,C00892,2026-09-30,74,68.6,319.11,Team C
CL02645,GVP242,C02071,2025-03-11,10,93.3,520.55,Team B
CL02646,GVP142,C02150,2025-04-23,21,79.0,368.47,Team A
CL02647,GVP068,C00487,2026-10-17,36,117.0,769.48,Team A
CL02648,GVP252,C02737,2026-11-09,52,116.0,705.89,Team A
CL02649,GVP249,C01521,2026-04-07,159,44.7,222.6,Team D
CL02650,GVP260,C03049,2025-06-15,88,67.1,420.29,Team B
CL02651,GVP200,C03794,2025-01-12,34,78.7,523.15,Team B
CL02652,GVP253,C00479,2025-09-18,48,97.8,630.49,Team D
CL02653,GVP085,C03438,2026-07-29,45,155.0,691.81,Team B
CL02654,GVP037,C00713,2026-02-21,24,53.3,476.6,Team B
CL02655,GVP181,C03846,2026-05-21,100,118.9,645.22,Team C
CL02656,GVP060,C00213,2025-01-27,9,163.8,814.59,Team A
CL02657,GVP182,C03463,2026-05-10,73,147.2,807.26,Team C
CL02658,GVP211,C03567,2025-06-11,73,74.1,552.89,Team D
CL02659,GVP284,C03167,2025-07-27,10,55.8,377.5,Team C
CL02660,GVP177,C01349,2026-03-21,16,57.2,432.96,Team A
CL02661,GVP123,C02605,2025-11-28,63,91.6,583.66,Team A
CL02662,GVP265,C01089,2025-09-01,27,67.2,435.04,Team A
CL02663,GVP028,C00677,2026-02-28,42,97.4,555.19,Team B
CL02664,GVP084,C01607,2026-07-16,41,201.3,941.67,Team B
CL02665,GVP130,C00545,2025-12-25,19,146.4,810.71,Team B
CL02666,GVP280,C02204,2025-03-26,43,262.8,1223.73,Team A
CL02667,GVP077,C01655,2025-12-04,25,122.3,642.69,Team B
CL02668,GVP273,C00143,2026-07-30,85,70.7,417.88,Team C
CL02669,GVP050,C00485,2025-02-13,120,145.3,858.12,Team B
CL02670,GVP141,C00992,2026-09-27,74,65.7,411.64,Team C
CL02671,GVP221,C03592,2026-02-26,30,96.2,625.0,Team C
CL02672,GVP163,C03439,2026-07-22,24,170.9,966.51,Team B
CL02673,GVP187,C03247,2026-02-21,35,152.9,640.29,Team C
CL02674,GVP131,C01267,2026-07-30,98,226.8,1224.47,Team D
CL02675,GVP050,C01231,2025-02-12,40,184.9,868.86,Team B
CL02676,GVP245,C02841,2026-11-16,71,257.6,1506.56,Team D
CL02677,GVP009,C02319,2025-07-30,52,102.4,496.04,Team B
CL02678,GVP229,C02711,2025-12-10,246,134.0,679.24,Team C
CL02679,GVP198,C01117,2026-12-23,57,236.3,963.1,Team B
CL02680,GVP174,C03622,2026-03-15,15,75.8,503.91,Team D
CL02681,GVP081,C00893,2026-05-07,134,140.5,761.27,Team A
CL02682,GVP186,C01259,2025-02-22,42,274.5,1390.62,Team C
CL02683,GVP044,C02757,2026-07-12,44,72.5,478.91,Team D
CL02684,GVP188,C03680,2026-02-05,27,139.0,889.47,Team A
CL02685,GVP055,C02667,2025-01-12,47,188.9,985.84,Team A
CL02686,GVP075,C02886,2026-09-27,25,49.4,368.56,Team C
CL02687,GVP286,C02002,2026-03-28,36,52.3,302.77,Team C
CL02688,GVP223,C01446,2025-05-12,99,320,1685.81,Team A
CL02689,GVP294,C00206,2026-08-10,49,140.9,942.27,Team B
CL02690,GVP251,C01570,2026-03-17,27,203.1,1236.25,Team A
CL02691,GVP204,C00610,2025-05-28,38,69.2,390.11,Team A
CL02692,GVP056,C03300,2026-04-10,26,40.0,322.52,Team A
CL02693,GVP077,C00887,2026-08-23,61,183.3,898.53,Team B
CL02694,GVP260,C03403,2026-05-19,80,130.6,717.41,Team B
CL02695,GVP105,C01520,2025-05-21,29,192.6,840.23,Team B
CL02696,GVP094,C02166,2025-01-04,18,185.5,1062.08,Team C
CL02697,GVP279,C02765,2025-09-02,171,67.0,435.49,Team B
CL02698,GVP146,C01880,2026-04-20,77,68.3,417.38,Team C
CL02699,GVP182,C00298,2025-04-19,91,137.6,740.32,Team A
CL02700,GVP289,C00899,2025-09-17,37,72.6,387.59,Team C
CL02701,GVP136,C01132,2025-10-03,81,127.7,737.12,Team C
CL02702,GVP043,C00226,2026-01-13,27,69.8,487.98,Team C
CL02703,GVP026,C00148,2025-06-12,63,181.0,872.6,Team D
CL02704,GVP001,C02562,2026-11-02,71,79.5,461.43,Team D
CL02705,GVP200,C02287,2025-09-04,29,95.8,659.36,Team B
CL02706,GVP105,C02329,2026-02-16,36,95.6,532.81,Team B
CL02707,GVP052,C01306,2026-06-22,35,65.4,447.68,Team C
CL02708,GVP262,C00033,2025-09-15,57,179.0,1167.66,Team B
CL02709,GVP144,C02660,2025-10-20,53,191.7,965.61,Team C
CL02710,GVP240,C00165,2025-05-15,21,143.0,698.11,Team A
CL02711,GVP296,C01590,2026-02-28,42,163.0,924.55,Team C
CL02712,GVP059,C03948,2026-06-04,40,240.6,1324.58,Team C
CL02713,GVP214,C03801,2025-01-25,32,121.3,518.7,Team D
CL02714,GVP106,C02005,2026-04-30,34,121.7,702.17,Team B
CL02715,GVP095,C02088,2026-03-24,95,88.9,394.78,Team C
CL02716,GVP123,C03289,2026-01-09,31,127.1,691.17,Team D
CL02717,GVP065,C01256,2025-11-17,35,88.9,548.21,Team B
CL02718,GVP097,C01197,2026-12-22,42,320,1404.86,Team C
CL02719,GVP156,C02744,2026-11-27,69,65.0,422.74,Team A
CL02720,GVP039,C03976,2026-07-13,33,141.0,744.98,Team B
CL02721,GVP231,C00207,2026-10-21,33,125.4,649.63,Team A
CL02722,GVP279,C00801,2026-10-07,38,172.7,830.18,Team D
CL02723,GVP095,C02106,2025-11-03,60,67.5,442.11,Team D
CL02724,GVP169,C03817,2025-01-23,49,131.5,594.9,Team C
CL02725,GVP236,C01285,2025-08-12,35,30.4,196.35,Team C
CL02726,GVP076,C03856,2025-06-24,76,131.1,805.68,Team B
CL02727,GVP141,C00623,2026-12-30,18,24.8,289.08,Team C
CL02728,GVP284,C01090,2026-04-21,61,38.6,318.6,Team C
CL02729,GVP295,C02467,2025-03-05,46,131.7,813.98,Team C
CL02730,GVP029,C03071,2026-07-15,92,190.7,1205.56,Team C
CL02731,GVP260,C02178,2025-12-01,63,131.6,724.43,Team D
CL02732,GVP288,C00861,2025-03-27,39,102.0,455.64,Team B
CL02733,GVP079,C03745,2025-10-10,32,117.1,553.88,Team A
CL02734,GVP068,C03687,2026-11-11,88,108.6,636.32,Team C
CL02735,GVP162,C02709,2025-11-24,91,56.4,352.77,Team B
CL02736,GVP158,C00180,2026-03-01,44,118.1,808.02,Team D
CL02737,GVP184,C02215,2026-11-09,45,89.9,524.7,Team C
CL02738,GVP255,C00972,2026-09-13,110,173.3,925.76,Team B
CL02739,GVP175,C00539,2026-02-21,40,60.4,350.43,Team C
CL02740,GVP260,C00714,2025-08-16,32,128.4,705.27,Team B
CL02741,GVP140,C03093,2026-06-05,34,96.8,495.77,Team B
CL02742,GVP259,C03722,2026-03-18,32,118.6,777.39,Team C
CL02743,GVP023,C00966,2026-08-26,107,131.4,822.67,Team A
CL02744,GVP112,C02209,2025-12-04,41,295.3,1632.45,Team C
CL02745,GVP111,C02878,2025-04-15,48,88.5,586.88,Team C
CL02746,GVP157,C02382,2025-11-22,40,113.0,723.22,Team C
CL02747,GVP018,C00521,2025-01-19,23,246.2,1060.35,Team C
CL02748,GVP112,C02257,2025-01-14,68,54.6,341.32,Team A
CL02749,GVP110,C01329,2025-07-01,22,153.5,850.85,Team B
CL02750,GVP263,C02270,2026-06-15,23,196.2,1153.43,Team D
CL02751,GVP208,C03795,2025-06-20,199,125.4,846.93,Team A
CL02752,GVP001,C02688,2025-12-23,203,87.7,516.56,Team A
CL02753,GVP299,C00877,2026-01-06,30,87.9,429.83,Team B
CL02754,GVP250,C01822,2026-09-11,15,152.0,964.82,Team A
CL02755,GVP013,C00317,2025-07-01,53,83.5,427.02,Team B
CL02756,GVP169,C02993,2026-02-04,42,98.0,599.87,Team C
CL02757,GVP203,C00083,2025-01-09,49,93.4,528.62,Team C
CL02758,GVP050,C01666,2026-04-04,73,124.6,765.34,Team C
CL02759,GVP060,C00643,2025-10-01,80,184.3,902.35,Team D
CL02760,GVP106,C01884,2026-09-15,64,320,1760.98,Team D
CL02761,GVP055,C03323,2025-03-31,163,176.6,835.19,Team C
CL02762,GVP003,C03176,2026-05-18,75,205.3,1088.32,Team A
CL02763,GVP156,C01630,2026-09-21,61,88.6,658.34,Team C
CL02764,GVP114,C01436,2025-02-07,66,172.0,881.11,Team D
CL02765,GVP065,C01605,2025-08-04,78,162.7,751.0,Team B
CL02766,GVP073,C02169,2025-02-06,32,93.5,574.26,Team D
CL02767,GVP266,C03945,2025-04-26,28,168.5,970.28,Team D
CL02768,GVP251,C03128,2026-03-04,56,47.4,289.17,Team A
CL02769,GVP145,C00554,2025-05-23,104,118.9,766.9,Team B
CL02770,GVP295,C01150,2025-03-02,96,113.6,550.79,Team A
CL02771,GVP117,C01968,2026-04-27,114,174.3,791.16,Team D
CL02772,GVP158,C00183,2026-01-10,26,77.6,336.69,Team B
CL02773,GVP001,C02384,2026-10-24,27,155.1,811.31,Team D
CL02774,GVP272,C01435,2025-01-14,41,88.7,561.75,Team A
CL02775,GVP153,C00766,2026-02-22,34,102.3,557.61,Team A
CL02776,GVP052,C03328,2026-06-30,54,74.2,587.85,Team D
CL02777,GVP106,C01131,2026-10-26,78,73.6,437.37,Team C
CL02778,GVP136,C00952,2026-08-06,42,78.6,433.22,Team C
CL02779,GVP037,C00676,2026-04-24,51,72.6,386.98,Team A
CL02780,GVP126,C00369,2026-09-24,23,115.5,757.48,Team A
CL02781,GVP251,C02336,2025-03-08,78,210.3,912.35,Team B
CL02782,GVP175,C00988,2025-11-05,66,77.8,545.9,Team B
CL02783,GVP099,C02635,2026-06-19,62,161.2,885.03,Team A
CL02784,GVP080,C00434,2026-06-28,86,197.5,1188.11,Team B
CL02785,GVP247,C00689,2026-07-10,66,111.9,745.0,Team C
CL02786,GVP007,C01504,2026-12-19,28,90.2,638.03,Team A
CL02787,GVP144,C01883,2026-09-15,59,168.6,906.64,Team C
CL02788,GVP263,C00216,2025-05-07,55,126.8,616.98,Team C
CL02789,GVP194,C00360,2026-08-09,122,142.4,845.06,Team D
CL02790,GVP110,C01065,2025-09-16,67,66.8,368.81,Team D
CL02791,GVP215,C01154,2025-01-23,43,256.5,1503.99,Team A
CL02792,GVP026,C00227,2025-04-10,58,113.3,576.28,Team A
CL02793,GVP146,C03711,2025-09-24,85,103.5,582.18,Team A
CL02794,GVP293,C00065,2025-05-19,174,93.1,588.02,Team B
CL02795,GVP093,C01014,2026-12-05,54,91.0,510.1,Team A
CL02796,GVP294,C01592,2025-07-13,46,130.3,662.71,Team C
CL02797,GVP025,C02724,2025-03-04,104,78.5,487.06,Team A
CL02798,GVP151,C00764,2026-12-25,34,119.8,777.59,Team A
CL02799,GVP128,C02436,2026-05-21,38,61.9,468.22,Team D
CL02800,GVP211,C00668,2026-05-26,150,77.5,440.71,Team A
CL02801,GVP019,C03746,2026-07-21,85,160.4,629.86,Team B
CL02802,GVP068,C02811,2026-01-09,60,189.7,839.46,Team A
CL02803,GVP159,C03263,2025-09-16,47,152.7,781.84,Team A
CL02804,GVP291,C03700,2026-10-25,45,97.6,557.53,Team C
CL02805,GVP134,C01668,2026-12-12,125,174.7,757.28,Team A
CL02806,GVP149,C02482,2026-02-16,147,91.6,548.59,Team A
CL02807,GVP246,C03623,2025-06-03,39,101.6,631.2,Team B
CL02808,GVP219,C01440,2025-09-26,25,74.4,397.56,Team C
CL02809,GVP206,C03227,2026-01-12,121,100.6,614.67,Team A
CL02810,GVP027,C03719,2025-02-02,77,170.9,890.99,Team C
CL02811,GVP011,C03007,2026-01-22,36,320,1565.74,Team B
CL02812,GVP207,C01338,2026-03-10,50,160.5,654.29,Team B
CL02813,GVP055,C00919,2025-04-08,93,76.8,422.08,Team A
CL02814,GVP051,C02614,2026-07-28,82,83.3,458.03,Team C
CL02815,GVP116,C02784,2025-05-14,24,99.4,587.67,Team B
CL02816,GVP288,C03420,2025-03-30,240,191.3,1115.75,Team A
CL02817,GVP116,C01569,2025-11-25,55,196.5,1092.83,Team D
CL02818,GVP266,C00125,2026-09-01,30,110.1,597.69,Team B
CL02819,GVP064,C01250,2025-02-06,37,252.8,1396.25,Team D
CL02820,GVP044,C00310,2025-02-03,87,97.1,593.51,Team A
CL02821,GVP275,C02286,2025-02-14,46,77.2,473.11,Team C
CL02822,GVP009,C03487,2025-11-24,79,201.9,846.19,Team D
CL02823,GVP132,C03972,2025-05-20,51,269.8,1449.27,Team D
CL02824,GVP264,C00463,2025-07-26,26,60.4,368.88,Team B
CL02825,GVP143,C02608,2026-10-13,94,121.6,554.44,Team B
CL02826,GVP169,C00305,2025-07-15,51,58.3,357.49,Team B
CL02827,GVP268,C03834,2026-02-12,40,171.1,1010.85,Team D
CL02828,GVP047,C00308,2026-02-13,20,194.1,1164.15,Team A
CL02829,GVP009,C00275,2025-11-01,88,76.9,413.78,Team B
CL02830,GVP244,C01779,2025-09-10,25,122.3,569.88,Team B
CL02831,GVP074,C03005,2025-03-30,23,212.2,986.18,Team B
CL02832,GVP181,C01887,2025-06-07,115,137.5,750.28,Team B
CL02833,GVP218,C02574,2026-07-15,85,74.3,502.02,Team D
CL02834,GVP106,C01694,2025-05-22,54,148.2,730.92,Team A
CL02835,GVP065,C03557,2025-12-31,51,233.7,1271.54,Team B
CL02836,GVP079,C02117,2026-12-30,59,85.9,503.83,Team D
CL02837,GVP218,C00697,2025-10-27,81,188.7,853.63,Team C
CL02838,GVP245,C00341,2026-08-17,66,281.4,1570.1,Team C
CL02839,GVP179,C02299,2026-12-21,47,213.5,929.55,Team A
CL02840,GVP220,C00290,2026-01-31,36,26.0,289.17,Team C
CL02841,GVP092,C01178,2026-09-30,128,66.5,502.97,Team D
CL02842,GVP114,C02659,2026-10-05,24,166.3,689.56,Team B
CL02843,GVP158,C03862,2025-09-30,99,84.5,518.23,Team A
CL02844,GVP032,C01220,2026-06-18,43,77.1,417.41,Team D
CL02845,GVP298,C00822,2026-07-02,24,125.4,749.44,Team D
CL02846,GVP081,C00423,2025-10-11,49,68.6,407.24,Team D
CL02847,GVP181,C03258,2026-01-19,55,57.7,424.67,Team B
CL02848,GVP159,C03426,2026-07-22,52,137.4,565.47,Team C
CL02849,GVP244,C01567,2025-03-30,75,92.5,470.33,Team B
CL02850,GVP251,C01676,2025-07-29,43,185.5,1038.83,Team C
CL02851,GVP220,C03023,2025-04-15,26,68.6,406.97,Team B
CL02852,GVP043,C01445,2026-03-13,65,48.9,301.44,Team A
CL02853,GVP055,C03605,2025-07-22,94,76.3,436.61,Team D
CL02854,GVP037,C02101,2026-09-15,106,57.7,345.67,Team C
CL02855,GVP180,C02103,2026-03-09,44,101.3,657.47,Team C
CL02856,GVP152,C03678,2026-07-03,74,75.4,464.15,Team B
CL02857,GVP009,C00440,2026-11-24,76,80.5,519.63,Team A
CL02858,GVP105,C00108,2026-10-05,91,108.0,702.83,Team A
CL02859,GVP026,C01955,2025-11-08,64,40.0,390.24,Team C
CL02860,GVP043,C02406,2025-11-29,54,58.0,306.41,Team C
CL02861,GVP238,C02212,2026-01-24,28,104.8,747.23,Team B
CL02862,GVP169,C00771,2026-10-01,74,299.4,1716.33,Team C
CL02863,GVP043,C02856,2025-11-06,115,67.4,371.39,Team A
CL02864,GVP121,C00785,2025-09-22,159,125.1,716.09,Team C
CL02865,GVP034,C00334,2026-02-20,44,123.8,689.83,Team B
CL02866,GVP239,C01325,2025-03-13,56,104.9,662.48,Team A
CL02867,GVP126,C03898,2026-02-25,15,307.2,1548.76,Team A
CL02868,GVP197,C02504,2025-06-19,117,33.1,222.07,Team D
CL02869,GVP244,C03412,2025-08-06,26,140.2,753.55,Team C
CL02870,GVP073,C01562,2025-04-03,95,82.4,511.09,Team C
CL02871,GVP014,C00832,2025-11-04,45,78.5,430.1,Team B
CL02872,GVP234,C01054,2025-06-18,46,193.8,870.99,Team C
CL02873,GVP287,C00307,2026-10-14,175,132.2,628.26,Team A
CL02874,GVP299,C02472,2025-06-05,82,90.7,494.92,Team C
CL02875,GVP201,C03359,2026-05-05,37,164.7,816.46,Team B
CL02876,GVP234,C03513,2025-04-09,55,88.7,501.34,Team C
CL02877,GVP115,C00493,2026-09-17,50,54.9,429.08,Team A
CL02878,GVP286,C03935,2026-02-02,52,111.5,794.71,Team C
CL02879,GVP214,C02083,2026-04-03,56,236.2,1144.34,Team B
CL02880,GVP221,C00621,2026-04-06,42,53.6,368.64,Team B
CL02881,GVP052,C00001,2025-11-04,150,320,1934.63,Team A
CL02882,GVP077,C01347,2026-10-27,75,117.7,771.28,Team D
CL02883,GVP157,C03807,2026-01-07,53,187.3,1068.5,Team D
CL02884,GVP088,C02926,2025-11-03,28,155.2,745.65,Team B
CL02885,GVP183,C00598,2026-10-29,96,120.3,670.53,Team D
CL02886,GVP026,C03776,2025-02-24,102,320,1444.38,Team D
CL02887,GVP013,C02919,2025-07-03,40,125.3,642.25,Team C
CL02888,GVP077,C01384,2025-04-20,115,116.7,680.74,Team C
CL02889,GVP122,C02609,2026-04-21,43,136.5,705.4,Team B
CL02890,GVP070,C02511,2026-10-11,104,320,1638.91,Team D
CL02891,GVP174,C01225,2026-03-24,124,163.7,859.59,Team C
CL02892,GVP294,C00790,2026-03-02,14,34.6,287.95,Team D
CL02893,GVP046,C00457,2026-07-09,147,95.3,489.9,Team B
CL02894,GVP057,C01377,2025-04-05,19,30.7,300.93,Team C
CL02895,GVP134,C01582,2025-04-22,71,191.1,1008.67,Team A
CL02896,GVP113,C01838,2026-10-04,111,240.5,1346.48,Team C
CL02897,GVP208,C03112,2026-09-04,56,43.0,238.7,Team D
CL02898,GVP164,C02253,2026-09-05,34,152.1,803.76,Team D
CL02899,GVP066,C03348,2025-04-14,85,201.8,1094.05,Team C
CL02900,GVP199,C01165,2025-11-11,49,317.5,1394.64,Team A
CL02901,GVP264,C03566,2025-09-01,29,71.4,463.76,Team A
CL02902,GVP281,C02365,2026-11-28,60,320,1519.04,Team D
CL02903,GVP242,C02233,2026-06-20,106,265.9,1178.23,Team D
CL02904,GVP082,C03107,2025-06-03,18,259.3,1090.87,Team A
CL02905,GVP037,C02176,2025-06-01,34,180.5,1081.8,Team C
CL02906,GVP020,C03894,2025-12-19,85,73.1,439.85,Team C
CL02907,GVP111,C03048,2025-04-01,127,213.2,971.43,Team C
CL02908,GVP081,C03869,2025-08-06,71,119.0,586.77,Team C
CL02909,GVP217,C02330,2026-01-09,69,164.8,1012.5,Team A
CL02910,GVP225,C01781,2026-09-13,25,86.3,444.26,Team B
CL02911,GVP240,C00263,2026-03-22,45,139.7,788.38,Team B
CL02912,GVP148,C01022,2026-03-15,80,290.9,1392.75,Team D
CL02913,GVP216,C02528,2027-01-05,143,271.2,1546.97,Team B
CL02914,GVP292,C02625,2025-04-11,41,62.2,386.14,Team B
CL02915,GVP250,C01566,2025-03-10,59,62.2,432.88,Team B
CL02916,GVP099,C00551,2025-02-03,57,67.1,360.93,Team A
CL02917,GVP108,C02654,2026-01-15,33,68.0,497.68,Team B
CL02918,GVP148,C00241,2025-10-14,125,99.9,695.73,Team A
CL02919,GVP180,C03996,2026-02-02,75,161.3,820.31,Team D
CL02920,GVP278,C03076,2026-11-25,53,85.9,549.15,Team A
CL02921,GVP175,C03604,2025-04-14,72,156.4,730.65,Team A
CL02922,GVP030,C01936,2025-10-14,37,126.0,603.51,Team C
CL02923,GVP190,C03465,2026-01-10,49,164.4,815.29,Team A
CL02924,GVP037,C03832,2025-11-25,90,136.3,701.38,Team C
CL02925,GVP289,C03726,2025-01-09,77,125.6,707.75,Team C
CL02926,GVP021,C00614,2026-12-30,61,108.1,738.31,Team C
CL02927,GVP038,C02785,2025-05-05,54,92.8,655.91,Team C
CL02928,GVP217,C01443,2025-02-15,122,168.0,785.64,Team C
CL02929,GVP082,C00693,2025-05-08,232,153.8,779.26,Team D
CL02930,GVP057,C01761,2026-05-03,52,90.1,474.11,Team D
CL02931,GVP203,C01773,2026-05-13,58,71.6,306.2,Team A
CL02932,GVP278,C02377,2026-08-11,61,101.5,539.83,Team A
CL02933,GVP298,C00139,2026-08-02,62,222.1,1309.95,Team C
CL02934,GVP227,C02662,2025-04-07,115,138.8,681.85,Team D
CL02935,GVP105,C01870,2026-01-15,76,128.9,686.78,Team A
CL02936,GVP296,C03753,2025-02-23,69,249.2,996.84,Team D
CL02937,GVP093,C01141,2026-10-14,118,92.1,431.2,Team B
CL02938,GVP130,C02480,2026-06-12,34,222.8,1184.29,Team D
CL02939,GVP264,C02238,2026-12-07,105,145.8,666.11,Team A
CL02940,GVP085,C03339,2025-08-29,93,202.7,1155.04,Team D
CL02941,GVP040,C01648,2026-10-27,48,71.8,500.79,Team D
CL02942,GVP052,C02777,2026-09-29,98,48.3,369.76,Team C
CL02943,GVP037,C00113,2025-05-01,53,197.4,939.08,Team A
CL02944,GVP059,C01954,2026-12-31,61,83.7,509.51,Team A
CL02945,GVP221,C01421,2026-01-04,77,130.6,660.22,Team D
CL02946,GVP291,C00151,2026-11-08,36,96.7,522.82,Team B
CL02947,GVP240,C03075,2026-08-19,46,144.4,687.67,Team B
CL02948,GVP244,C03046,2026-11-06,92,155.1,849.64,Team A
CL02949,GVP169,C02978,2025-11-18,99,48.6,368.46,Team A
CL02950,GVP223,C03571,2026-06-22,82,245.2,1324.73,Team C
CL02951,GVP165,C01980,2025-04-23,28,222.5,1194.89,Team D
CL02952,GVP207,C02874,2026-02-01,39,89.6,563.57,Team D
CL02953,GVP257,C01279,2026-10-27,46,127.3,770.38,Team D
CL02954,GVP296,C02290,2026-07-01,56,61.8,486.73,Team B
CL02955,GVP099,C00698,2026-10-07,68,55.8,302.13,Team B
CL02956,GVP244,C03249,2026-07-13,66,231.5,1345.84,Team A
CL02957,GVP186,C02964,2025-07-10,47,245.3,1098.27,Team A
CL02958,GVP021,C00945,2026-11-11,40,244.3,1324.17,Team C
CL02959,GVP055,C00281,2025-10-31,52,193.1,1078.74,Team D
CL02960,GVP163,C03134,2025-11-24,29,70.5,444.83,Team C
CL02961,GVP295,C00370,2026-11-21,54,210.7,1253.51,Team A
CL02962,GVP263,C03388,2025-11-24,55,38.2,380.87,Team D
CL02963,GVP136,C03291,2025-04-08,132,184.0,777.66,Team D
CL02964,GVP023,C00863,2025-07-24,33,85.6,543.58,Team D
CL02965,GVP225,C03460,2025-12-28,45,320,1757.4,Team A
CL02966,GVP247,C01442,2026-03-01,111,116.7,629.19,Team D
CL02967,GVP242,C03611,2025-09-11,74,90.7,525.52,Team C
CL02968,GVP225,C02882,2026-07-10,105,127.5,665.77,Team B
CL02969,GVP162,C01627,2026-05-12,55,80.9,455.55,Team C
CL02970,GVP251,C02450,2026-09-07,40,135.4,797.45,Team C
CL02971,GVP026,C00371,2025-06-02,40,110.8,673.55,Team B
CL02972,GVP286,C00509,2025-10-21,85,57.0,350.96,Team B
CL02973,GVP193,C02265,2025-07-14,43,97.3,475.03,Team C
CL02974,GVP246,C03942,2025-01-09,44,107.0,467.51,Team D
CL02975,GVP285,C00505,2026-01-19,51,153.3,830.65,Team B
CL02976,GVP108,C03917,2025-02-27,80,112.0,680.9,Team A
CL02977,GVP085,C01717,2026-03-27,112,166.0,852.22,Team A
CL02978,GVP087,C03956,2025-05-25,65,109.1,557.14,Team D
CL02979,GVP059,C02542,2025-04-11,65,205.4,1049.58,Team D
CL02980,GVP209,C01803,2025-09-18,37,211.6,897.22,Team B
CL02981,GVP104,C00396,2025-09-05,42,52.6,303.57,Team B
CL02982,GVP115,C03904,2025-08-09,99,100.7,608.72,Team C
CL02983,GVP284,C03781,2026-10-15,82,214.7,1266.35,Team B
CL02984,GVP222,C02266,2025-12-01,35,97.4,611.73,Team D
CL02985,GVP234,C00337,2026-05-08,62,101.6,582.97,Team C
CL02986,GVP140,C01013,2025-10-04,144,120.7,716.14,Team A
CL02987,GVP173,C01345,2026-06-20,171,50.7,415.56,Team B
CL02988,GVP028,C01268,2025-10-12,96,79.4,513.12,Team B
CL02989,GVP171,C00208,2025-05-24,92,93.1,574.11,Team A
CL02990,GVP268,C01664,2025-03-01,309,320,1560.24,Team D
CL02991,GVP238,C02531,2025-02-12,97,40.8,319.38,Team B
CL02992,GVP297,C02447,2025-08-21,77,42.0,261.58,Team C
CL02993,GVP236,C01914,2025-12-15,93,27.0,192.69,Team D
CL02994,GVP299,C02924,2026-12-25,40,34.4,264.08,Team A
CL02995,GVP020,C02104,2026-02-18,55,191.5,940.21,Team B
CL02996,GVP016,C02812,2025-10-08,167,110.4,699.25,Team D
CL02997,GVP186,C03595,2025-04-12,33,102.9,546.32,Team C
CL02998,GVP003,C02273,2026-04-06,71,87.4,486.14,Team D
CL02999,GVP008,C00142,2026-05-21,45,88.6,573.66,Team A
CL03000,GVP181,C00266,2026-11-10,14,127.9,796.17,Team C
CL03001,GVP029,C01997,2025-01-17,42,136.9,830.01,Team D
CL03002,GVP183,C01923,2026-07-16,62,144.3,894.18,Team A
CL03003,GVP037,C02397,2025-03-03,34,84.6,552.14,Team B
CL03004,GVP216,C00869,2026-07-24,94,90.3,568.07,Team D
CL03005,GVP267,C03828,2025-03-28,48,79.4,453.21,Team C
CL03006,GVP153,C00240,2025-09-27,56,210.2,1078.37,Team A
CL03007,GVP162,C02866,2025-01-27,79,197.0,1036.41,Team C
CL03008,GVP073,C02960,2025-10-30,77,131.9,690.77,Team A
CL03009,GVP218,C01232,2026-04-07,105,154.6,712.8,Team B
CL03010,GVP031,C02599,2026-10-03,50,126.7,640.28,Team D
CL03011,GVP125,C02454,2026-04-19,22,118.0,786.34,Team B
CL03012,GVP056,C01201,2025-11-02,161,77.2,566.89,Team B
CL03013,GVP292,C03618,2026-11-25,24,164.3,885.97,Team C
CL03014,GVP104,C02888,2025-08-23,55,93.9,542.5,Team B
CL03015,GVP024,C00438,2025-02-02,44,200.4,1174.71,Team D
CL03016,GVP094,C03840,2025-02-05,88,104.9,505.39,Team A
CL03017,GVP080,C00606,2026-01-03,30,90.9,522.75,Team A
CL03018,GVP213,C01057,2025-07-04,40,271.3,1566.5,Team B
CL03019,GVP033,C01576,2025-04-11,85,74.0,417.17,Team D
CL03020,GVP259,C01660,2026-08-10,102,86.4,639.83,Team C
CL03021,GVP184,C03422,2026-02-25,104,320,1407.68,Team D
CL03022,GVP265,C00255,2026-06-15,62,101.4,646.84,Team D
CL03023,GVP200,C02248,2025-08-27,91,249.5,1434.93,Team D
CL03024,GVP109,C00819,2026-05-05,22,124.3,527.4,Team D
CL03025,GVP012,C01584,2025-05-03,77,102.2,566.67,Team D
CL03026,GVP252,C03254,2025-06-07,41,94.9,611.72,Team A
CL03027,GVP051,C03149,2026-06-25,48,145.5,868.04,Team B
CL03028,GVP284,C03969,2026-08-28,71,194.5,1144.76,Team C
CL03029,GVP119,C00443,2026-12-07,39,170.7,953.53,Team D
